"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"Related Person(s)"	Honorific	"Cause of death"	"Person type"	"Person role"	"Birth date"	"Birth date (temporal)"	"Country of birth"	"Death date"	"Death date (temporal)"	"Country of death"	"Place of death"	"Place of death Record Title"	"Place of death H-ID"	"Place of death Record Title"	"Cause of death"	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
83762	"Jean de Gusergues"	"Jean de Gusergues"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254263																						
83763	"Jean de Hainaut"	"Jean de Hainaut"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254278																						
83764	"Bernard Artaud"	"Bernard Artaud"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e143202																						
83765	"Jean de Ham"	"Jean de Ham"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254294																						
83766	"Jean de Jagny"	"Jean de Jagny"				"dit Favier, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254309																						
83767	"Jean de Janville"	"Jean de Janville"				"huissier d'armes du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254324																						
83768	"Jean de Joinville"	"Jean de Joinville"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254372																						
83769	"Jean de Joux"	"Jean de Joux"				"seigneur de Chevreaux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254387																						
83770	"Jean de Jouy"	"Jean de Jouy"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254402																						
83771	"Jean de Jouy"	"Jean de Jouy"				"orfèvre, sa veuve"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254418																						
83772	"Jean de Laboissière"	"Jean de Laboissière"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254433																						
83773	"Jean de La Bretèche"	"Jean de La Bretèche"				"notaire juré royal en la prévôté de Pierrefonds"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254448																						
83774	"Jean de La Bucaille"	"Jean de La Bucaille"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254463																						
83775	"Guilhem Artaud"	"Guilhem Artaud"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e143217																						
83776	"Jean de La Carbonnière"	"Jean de La Carbonnière"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254478																						
83777	"Jean de La Caze"	"Jean de La Caze"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254489																						
83778	"Jean de La Chapelle"	"Jean de La Chapelle"				"châtelain de Nemours, panetier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254505																						
83779	"Jean de La Chapelle"	"Jean de La Chapelle"				"enquêteur-réformateur dans la sénéchaussée de Saintonge"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254520																						
83780	"Jean de La Chapelle"	"Jean de La Chapelle"				vavasseur		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254538																						
83781	"Jean de La Charité"	"Jean de La Charité"				"garde du sceau de la prévôté de Dun-le-Roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254553																						
83782	"Jean de La Cloche"	"Jean de La Cloche"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254568																						
83783	"Jean de La Couture (Me)"	"Jean de La Couture (Me)"				"notaire de la Cour de Béziers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254583																						
83784	"Jean de La Fère"	"Jean de La Fère"				"chanoine de Saint-Florent de Roye, familier de l'empereur Philippe de Courtenay"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254599																						
83785	"Jean de La Fère (Me)"	"Jean de La Fère (Me)"				"procureur du roi dans la sénéchaussée de Carcassonne et Béziers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254614																						
83786	"Pierre Artaud"	"Pierre Artaud"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e143232																						
83787	"Jean de Lafon"	"Jean de Lafon"				"bourgeois de Cahors"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254641																						
83788	"Jean de Lagny"	"Jean de Lagny"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254656																						
83789	"Jean de La Grange (Me)"	"Jean de La Grange (Me)"				"archidiacre de Dreux en l'église de Chartres"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254686																						
83790	"Jean de La Haye"	"Jean de La Haye"				"sergent à verge du Châtelet de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254705																						
83791	"Jean de La Marche"	"Jean de La Marche"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254720																						
83792	"Jean de La Mare"	"Jean de La Mare"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254735																						
83793	"Jean de Lames"	"Jean de Lames"				"fils de Félisot Hellet"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254750																						
83794	"Jean de Landas"	"Jean de Landas"				"fils de Baudouin de Mortagne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254765																						
83795	"Jean de La Neuville"	"Jean de La Neuville"				"valet du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254780																						
83796	"Jean de Lanne"	"Jean de Lanne"				"son héritière"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254792																						
83797	"Arthur II"	"Arthur II"				"duc de Bretagne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e143262																						
83798	"Jean de Laon"	"Jean de Laon"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254807																						
83799	"Jean de La Périne"	"Jean de La Périne"				damoiseau		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254822																						
83800	"Jean de La Planque"	"Jean de La Planque"		"Jean de Plancha"		"de Plancha, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254837|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e334101																						
83801	"Jean de La Rivière"	"Jean de La Rivière"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254855																						
83802	"Jean de La Roche-Contrade"	"Jean de La Roche-Contrade"				"valet du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254870																						
83803	"Jean de Laroque"	"Jean de Laroque"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254886																						
83804	"Jean de La Taille"	"Jean de La Taille"				"bourgeois d'Yèvre-le-Châtel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254901																						
83805	"Jean de La Tour"	"Jean de La Tour"				"sergent d'armes du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254916																						
83806	"Jean de Lattre"	"Jean de Lattre"				"son fils"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254931																						
83807	"Jean de La Vente"	"Jean de La Vente"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254946																						
83808	"Arvard de Verneuil"	"Arvard de Verneuil"		"Arvardus de Vernolio"		"procurator hominum et universitatis castri de Gordonio (Arvard de Verneuil, procureur de Gourdon)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e143701																						
83809	"Jean de Leuville (Me)"	"Jean de Leuville (Me)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254961																						
83810	"Jean de Lévis"	"Jean de Lévis"				"seigneur de Mirepoix"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254977																						
83811	"Jean de L'Hôpital"	"Jean de L'Hôpital"				"Hospitalis, J. de Hospitali, notaire du roi, signatures"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254992																						
83812	"Jean de Lignières"	"Jean de Lignières"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255083																						
83813	"Jean III de Lignières"	"Jean III de Lignières"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255098																						
83814	"Jean d'Elnes"	"Jean d'Elnes"				"chevalier, commissaire du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255113																						
83815	"Jean de Lobet"	"Jean de Lobet"				"clerc, fils et héritier de feu Me Raimond de Lobet"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255128																						
83816	"Jean de Longueau"	"Jean de Longueau"				"commissaire du roi aux rachats, quints et forfaitures"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255144																						
83817	"Jean de Lorraine (Me) notaire de Toulouse"	"Jean de Lorraine (Me) notaire de Toulouse"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255159																						
83818	"Jean de Luquy"	"Jean de Luquy"				"fils de feu Adam"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255174																						
83819	Arvrard	Arvrard				"doyen d'Issigeac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e143738																						
83820	"Jean de Luzarches"	"Jean de Luzarches"				"sa femme"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255189																						
83821	"Jean de Lyon le jeune"	"Jean de Lyon le jeune"				"fils d'Imbert de Lyon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255204																						
83822	"Jean de Lyons (Me)"	"Jean de Lyons (Me)"				"médecin de Louis, roi de Navarre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255219																						
83823	"Jean de Machau"	"Jean de Machau"		"Johannes de Machello|J. de Machello"		"dominus J. de Machello, chevalier et chambellan du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255238																						
83824	"Jean de Machault"	"Jean de Machault"				"valet du Roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255265																						
83825	"Jean de Maignelay"	"Jean de Maignelay"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255283																						
83826	"Jean de Marcoussis"	"Jean de Marcoussis"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255310																						
83827	"Jean de Marizy"	"Jean de Marizy"				"son fils"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255325																						
83828	"Jean de Mauquenchy"	"Jean de Mauquenchy"				"seigneur de Blainville, chevalier du roi, sénéchal de Toulouse et Albi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255340																						
83829	"Jean de Melun (Me)"	"Jean de Melun (Me)"				"chanoine de Bourges"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255406																						
83831	"Jean de Melun"	"Jean de Melun"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255421																						
83832	"Jean de Monampteuil"	"Jean de Monampteuil"				"professeur ès lois, juge royal de Velay et Vivarais"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255444																						
83833	"Jean de Mons (Me)"	"Jean de Mons (Me)"				"chancelier de l'église de Tours"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255459																						
83834	"Jean de Mons"	"Jean de Mons"				"chantre de Paris, clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255474																						
83835	"Jean de Montataire"	"Jean de Montataire"				"sergent du roi et garde des bois de Sénart"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255489																						
83836	"Jean de Montby"	"Jean de Montby"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255505																						
83837	"Jean de Montfort"	"Jean de Montfort"				"comte de Squillace"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255520																						
83838	"Jean de Montfreart"	"Jean de Montfreart"				"notaire au Châtelet de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255535																						
83839	"Jean de Montgobert"	"Jean de Montgobert"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255550																						
83840	"Jean de Montlaur"	"Jean de Montlaur"				"archidiacre de Maguelonne, docteur ès décrets"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255565																						
83841	"G. Assaut (Me)"	"G. Assaut (Me)"				"notaire de Narbonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144002																						
83842	"Jean de Montloué"	"Jean de Montloué"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255580																						
83843	"Jean de Montluçon"	"Jean de Montluçon"				"chanoine de Gâtines, ambassadeur de Charles de Valois"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255596																						
83844	"Jean de Monzia"	"Jean de Monzia"				"notaire public du château de Jannes et de toute la terre de Frédol III de Lautrec"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255611																						
83845	"Jean de Moret"	"Jean de Moret"				"demeurant à Compiègne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255626																						
83846	"Jean de Morlhon"	"Jean de Morlhon"				"donzel, puis chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255641																						
83847	"Jean de Morvillers"	"Jean de Morvillers"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255662																						
83848	"Jean de Nacelle"	"Jean de Nacelle"				"garde du sceau de la prévôté d'Yèvre-le-Châtel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255677																						
83849	"Jean de Nailly"	"Jean de Nailly"				vavasseur		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255693																						
83850	"Jean de Nermont"	"Jean de Nermont"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255708																						
83851	"Jean III de Nesle"	"Jean III de Nesle"				"comte de Soissons"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255723																						
83853	"Jean IV de Nesle"	"Jean IV de Nesle"				"comte de Soissons et sire de Chimay"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255738																						
83854	"Jean de Nesploy"	"Jean de Nesploy"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255753																						
83855	"Jean de Nieuport"	"Jean de Nieuport"				"maître de la Monnaie de Tournai"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255768																						
83856	"Jean de Nogarereto"	"Jean de Nogarereto"				physicien		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255784																						
83857	"Jean de Nouvion"	"Jean de Nouvion"				"garde de la terre de Bourgogne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255799																						
83858	"Jean de Noyers"	"Jean de Noyers"				"Johannes de Noeriis, seigneur de Maisey-le-Duc, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255814																						
83859	"Jean de Passy"	"Jean de Passy"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255832																						
83860	"Jean de Patinges"	"Jean de Patinges"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255847																						
83861	"Jean de Picquigny"	"Jean de Picquigny"				"sergent du Châtelet"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255862																						
83862	"Jean de Pitres"	"Jean de Pitres"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255874																						
83863	"Abraham de Perpignan"	"Abraham de Perpignan"				juif		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132270																						
83864	"Aimar Gilbert"	"Aimar Gilbert"		"Ademarus Gilleberti"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e133000																						
83865	Asseline	Asseline				"dame de Gisay"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144052																						
83866	"Jean de Plexerio"	"Jean de Plexerio"				"sergent de la Cour de Lunel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255889																						
83867	"Jean de Poiem"	"Jean de Poiem"				"bourgeois de Dax"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255904																						
83868	"Jean de Pomponne"	"Jean de Pomponne"				"chevalier, seigneur du lieu"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255919																						
83869	"Jean de Pontoise"	"Jean de Pontoise"				"évêque de Winchester"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255940																						
83870	"Jean de Pontville ou de Bouilly"	"Jean de Pontville ou de Bouilly"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255955																						
83871	"Jean de Potio ou de Pujols"	"Jean de Potio ou de Pujols"				"sergent de Gautier du Fossat"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255980																						
83872	"Jean de Prégrimaut"	"Jean de Prégrimaut"				"chevalier, vavasseur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e255995																						
83873	"Jean de Prégrimaut"	"Jean de Prégrimaut"				"seigneur de Changy, vavasseur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256010																						
83874	"Jean de Prégrimaut"	"Jean de Prégrimaut"				vavasseur		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256025																						
83875	"Jean de Provins"	"Jean de Provins"				"charretier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256040																						
83876	"Asserida de Corneillan"	"Asserida de Corneillan"				"marchande de Bayonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144067																						
83877	"Jean de Provins (Me)"	"Jean de Provins (Me)"				"clerc et notaire du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256055																						
83878	"Jean de Provins"	"Jean de Provins"				"notaire public royal de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256074																						
83879	"Jean de Quartiers"	"Jean de Quartiers"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256089																						
83880	"Jean de Radoye"	"Jean de Radoye"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256108																						
83881	"Jean de Raucoules"	"Jean de Raucoules"				"précepteur de l'hospice de Gaillac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256123																						
83882	"Jean d'Ercheu (Me)"	"Jean d'Ercheu (Me)"				"doyen de Noyon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256138																						
83883	"Jean de Remy (Me)"	"Jean de Remy (Me)"				"clerc du roi, chanoine de Noyon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256156																						
83884	"Jean de Renneval"	"Jean de Renneval"				"sire du lieu, chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256175																						
83885	"Jean de Rive"	"Jean de Rive"				"Johannes de Rive"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256190																						
83886	"Jean de Rogerville"	"Jean de Rogerville"				"sa fiefferme"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256211																						
83887	"Assieu IV de Galard"	"Assieu IV de Galard"		"Assivus de Galardo"		"Assivus de Galardo"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144082																						
83888	"Jean de Roucy"	"Jean de Roucy"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256229																						
83889	"Jean de Roufay"	"Jean de Roufay"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256240																						
83890	"Jean de Rougemont"	"Jean de Rougemont"				"Johannes de Rubeo Monte, chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256255																						
83891	"Jean de Rougemont"	"Jean de Rougemont"				"Johannes de Rubeo Monte , — et maître des forêts"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256267																						
83892	"Jean de Rougemont"	"Jean de Rougemont"				"Johannes de Rubeo Monte , — et membre de l'Hôtel du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256279																						
83893	"Jean de Rouvray (Me)"	"Jean de Rouvray (Me)"				"clerc du roi, collecteur des amiates"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256295																						
